Time,X,Y,Z,Vx,Vy,Vz,dVel_X,dVel_Y,dVel_Z,Alt(m)
183.2,-3068587.55,3974930.04,4038681.83,-896.67,-804.78,-122.99,4.44,-5.76779,-6.01541,74451.7
183.3,-3068677.15,3974849.48,4038669.44,-896.22,-805.35,-123.59,4.44,-5.76777,-6.01543,74436.9
183.4,-3068766.71,3974768.86,4038656.99,-895.78,-805.93,-124.19,4.44,-5.76776,-6.01545,74422
183.5,-3068856.22,3974688.18,4038644.48,-895.34,-806.51,-124.79,4.44,-5.76774,-6.01547,74407.01
183.6,-3068945.69,3974607.44,4038631.91,-894.89,-807.08,-125.39,4.44,-5.76772,-6.0155,74391.93
183.7,-3069035.11,3974526.65,4038619.28,-894.45,-807.66,-125.99,4.44,-5.76771,-6.01552,74376.76
183.8,-3069124.49,3974445.8,4038606.59,-894,-808.24,-126.6,4.44,-5.76769,-6.01554,74361.49
183.9,-3069213.82,3974364.89,4038593.84,-893.56,-808.81,-127.2,4.44,-5.76767,-6.01556,74346.13
184,-3069303.11,3974283.92,4038581.03,-893.12,-809.39,-127.8,4.44,-5.76766,-6.01559,74330.68
184.1,-3069392.36,3974202.89,4038568.16,-892.67,-809.97,-128.4,4.44,-5.76764,-6.01561,74315.14
184.2,-3069481.56,3974121.81,4038555.23,-892.23,-810.54,-129,4.44,-5.76763,-6.01563,74299.51
184.3,-3069570.71,3974040.67,4038542.24,-891.78,-811.12,-129.6,4.44,-5.76761,-6.01566,74283.78
184.4,-3069659.82,3973959.47,4038529.19,-891.34,-811.7,-130.2,4.44,-5.7676,-6.01568,74267.97
184.5,-3069748.89,3973878.21,4038516.08,-890.9,-812.27,-130.81,4.44,-5.76758,-6.0157,74252.05
184.6,-3069837.91,3973796.9,4038502.91,-890.45,-812.85,-131.41,4.44,-5.76756,-6.01573,74236.05
184.7,-3069926.89,3973715.53,4038489.68,-890.01,-813.43,-132.01,4.44,-5.76755,-6.01575,74219.96
184.8,-3070015.83,3973634.1,4038476.39,-889.57,-814,-132.61,4.44,-5.76753,-6.01577,74203.77
184.9,-3070104.72,3973552.61,4038463.03,-889.12,-814.58,-133.21,4.44,-5.76752,-6.0158,74187.49
185,-3070193.56,3973471.07,4038449.62,-888.68,-815.16,-133.81,4.44,-5.76751,-6.01582,74171.12
185.1,-3070282.36,3973389.46,4038436.15,-888.23,-815.73,-134.42,4.44,-5.76749,-6.01585,74154.66
185.2,-3070371.12,3973307.8,4038422.62,-887.79,-816.31,-135.02,4.44,-5.76748,-6.01587,74138.1
185.3,-3070459.83,3973226.09,4038409.03,-887.35,-816.89,-135.62,4.44,-5.76746,-6.0159,74121.45
185.4,-3070548.5,3973144.31,4038395.38,-886.9,-817.46,-136.22,4.44,-5.76745,-6.01592,74104.71
185.5,-3070637.13,3973062.48,4038381.66,-886.46,-818.04,-136.82,4.44,-5.76743,-6.01595,74087.88
185.6,-3070725.7,3972980.59,4038367.89,-886.01,-818.62,-137.42,4.44,-5.76742,-6.01597,74070.96
185.7,-3070814.24,3972898.64,4038354.06,-885.57,-819.19,-138.03,4.44,-5.76741,-6.016,74053.94
185.8,-3070902.73,3972816.63,4038340.17,-885.13,-819.77,-138.63,4.44,-5.76739,-6.01603,74036.83
185.9,-3070991.18,3972734.57,4038326.21,-884.68,-820.35,-139.23,4.44,-5.76738,-6.01605,74019.63
186,-3071079.58,3972652.45,4038312.2,-884.24,-820.92,-139.83,4.44,-5.76737,-6.01608,74002.34
186.1,-3071167.93,3972570.27,4038298.13,-883.79,-821.5,-140.43,4.44,-5.76735,-6.0161,73984.95
186.2,-3071256.25,3972488.03,4038283.99,-883.35,-822.08,-141.03,4.44,-5.76734,-6.01613,73967.47
186.3,-3071344.52,3972405.74,4038269.8,-882.91,-822.66,-141.63,4.44,-5.76733,-6.01616,73949.9
186.4,-3071432.74,3972323.39,4038255.55,-882.46,-823.23,-142.24,4.44,-5.76732,-6.01618,73932.24
186.5,-3071520.92,3972240.98,4038241.23,-882.02,-823.81,-142.84,4.44,-5.7673,-6.01621,73914.49
186.6,-3071609.05,3972158.51,4038226.86,-881.57,-824.39,-143.44,4.44,-5.76729,-6.01624,73896.64
186.7,-3071697.14,3972075.98,4038212.42,-881.13,-824.96,-144.04,4.44,-5.76728,-6.01627,73878.7
186.8,-3071785.19,3971993.4,4038197.93,-880.69,-825.54,-144.64,4.44,-5.76727,-6.01629,73860.67
186.9,-3071873.19,3971910.76,4038183.37,-880.24,-826.12,-145.24,4.44,-5.76726,-6.01632,73842.55
187,-3071961.15,3971828.06,4038168.76,-879.8,-826.69,-145.85,4.44,-5.76724,-6.01635,73824.33
187.1,-3072049.06,3971745.31,4038154.09,-879.35,-827.27,-146.45,4.44,-5.76723,-6.01638,73806.03
187.2,-3072136.93,3971662.49,4038139.35,-878.91,-827.85,-147.05,4.44,-5.76722,-6.0164,73787.63
187.3,-3072224.76,3971579.62,4038124.56,-878.46,-828.42,-147.65,4.44,-5.76721,-6.01643,73769.13
187.4,-3072312.54,3971496.69,4038109.7,-878.02,-829,-148.25,4.44,-5.7672,-6.01646,73750.55
187.5,-3072400.27,3971413.71,4038094.78,-877.58,-829.58,-148.85,4.44,-5.76719,-6.01649,73731.87
187.6,-3072487.96,3971330.66,4038079.81,-877.13,-830.15,-149.46,4.44,-5.76718,-6.01652,73713.11
187.7,-3072575.61,3971247.56,4038064.77,-876.69,-830.73,-150.06,4.44,-5.76717,-6.01655,73694.25
187.8,-3072663.21,3971164.4,4038049.68,-876.24,-831.31,-150.66,4.44,-5.76716,-6.01658,73675.29
187.9,-3072750.77,3971081.19,4038034.52,-875.8,-831.88,-151.26,4.44,-5.76714,-6.0166,73656.25
188,-3072838.28,3970997.91,4038019.3,-875.36,-832.46,-151.86,4.44,-5.76713,-6.01663,73637.11
188.1,-3072925.75,3970914.58,4038004.03,-874.91,-833.04,-152.46,4.44,-5.76712,-6.01666,73617.88
188.2,-3073013.18,3970831.19,4037988.69,-874.47,-833.61,-153.07,4.44,-5.76711,-6.01669,73598.56
188.3,-3073100.56,3970747.74,4037973.29,-874.02,-834.19,-153.67,4.44,-5.7671,-6.01672,73579.15
188.4,-3073187.89,3970664.24,4037957.84,-873.58,-834.77,-154.27,4.44,-5.76709,-6.01675,73559.64
188.5,-3073275.18,3970580.67,4037942.32,-873.13,-835.34,-154.87,4.44,-5.76709,-6.01678,73540.04
188.6,-3073362.43,3970497.05,4037926.74,-872.69,-835.92,-155.47,4.44,-5.76708,-6.01681,73520.35
188.7,-3073449.63,3970413.37,4037911.1,-872.25,-836.5,-156.07,4.44,-5.76707,-6.01684,73500.57
188.8,-3073536.79,3970329.64,4037895.41,-871.8,-837.07,-156.68,4.44,-5.76706,-6.01687,73480.7
188.9,-3073623.9,3970245.84,4037879.65,-871.36,-837.65,-157.28,4.44,-5.76705,-6.01691,73460.73
189,-3073710.97,3970161.99,4037863.83,-870.91,-838.23,-157.88,4.44,-5.76704,-6.01694,73440.67
189.1,-3073798,3970078.08,4037847.95,-870.47,-838.8,-158.48,4.44,-5.76703,-6.01697,73420.52
189.2,-3073884.98,3969994.12,4037832.01,-870.02,-839.38,-159.08,4.44,-5.76702,-6.017,73400.27
189.3,-3073971.91,3969910.09,4037816.02,-869.58,-839.96,-159.68,4.44,-5.76701,-6.01703,73379.94
189.4,-3074058.8,3969826.01,4037799.96,-869.14,-840.53,-160.29,4.44,-5.767,-6.01706,73359.51
189.5,-3074145.65,3969741.87,4037783.84,-868.69,-841.11,-160.89,4.44,-5.767,-6.01709,73338.99
189.6,-3074232.45,3969657.67,4037767.66,-868.25,-841.69,-161.49,4.44,-5.76699,-6.01713,73318.38
189.7,-3074319.21,3969573.42,4037751.42,-867.8,-842.26,-162.09,4.44,-5.76698,-6.01716,73297.67
189.8,-3074405.92,3969489.1,4037735.12,-867.36,-842.84,-162.69,4.44,-5.76697,-6.01719,73276.88
189.9,-3074492.59,3969404.73,4037718.76,-866.91,-843.42,-163.29,4.44,-5.76696,-6.01722,73255.99
190,-3074579.22,3969320.3,4037702.34,-866.47,-843.99,-163.9,4.44,-5.76696,-6.01725,73235.01
190.1,-3074665.8,3969235.82,4037685.86,-866.02,-844.57,-164.5,4.44,-5.76695,-6.01729,73213.93
190.2,-3074752.33,3969151.28,4037669.32,-865.58,-845.15,-165.1,4.44,-5.76694,-6.01732,73192.77
190.3,-3074838.83,3969066.67,4037652.72,-865.14,-845.72,-165.7,4.44,-5.76694,-6.01735,73171.51
190.4,-3074925.27,3968982.02,4037636.06,-864.69,-846.3,-166.3,4.44,-5.76693,-6.01739,73150.16
190.5,-3075011.68,3968897.3,4037619.34,-864.25,-846.88,-166.91,4.44,-5.76692,-6.01742,73128.72
190.6,-3075098.03,3968812.52,4037602.56,-863.8,-847.45,-167.51,4.44,-5.76691,-6.01745,73107.18
190.7,-3075184.35,3968727.69,4037585.72,-863.36,-848.03,-168.11,4.44,-5.76691,-6.01749,73085.56
190.8,-3075270.62,3968642.8,4037568.82,-862.91,-848.61,-168.71,4.44,-5.7669,-6.01752,73063.84
190.9,-3075356.84,3968557.86,4037551.86,-862.47,-849.18,-169.31,4.44,-5.7669,-6.01755,73042.03
191,-3075443.02,3968472.85,4037534.83,-862.02,-849.76,-169.91,4.44,-5.76689,-6.01759,73020.12
191.1,-3075529.16,3968387.79,4037517.75,-861.58,-850.34,-170.52,4.44,-5.76688,-6.01762,72998.13
191.2,-3075615.25,3968302.67,4037500.61,-861.14,-850.91,-171.12,4.44,-5.76688,-6.01766,72976.04
191.3,-3075701.3,3968217.49,4037483.41,-860.69,-851.49,-171.72,4.45,-5.76687,-6.01769,72953.86
191.4,-3075787.3,3968132.25,4037466.15,-860.25,-852.07,-172.32,4.45,-5.76687,-6.01773,72931.59
191.5,-3075873.26,3968046.96,4037448.82,-859.8,-852.64,-172.92,4.45,-5.76686,-6.01776,72909.22
191.6,-3075959.17,3967961.61,4037431.44,-859.36,-853.22,-173.52,4.45,-5.76685,-6.0178,72886.77
191.7,-3076045.04,3967876.2,4037414,-858.91,-853.8,-174.13,4.45,-5.76685,-6.01783,72864.22
191.8,-3076130.86,3967790.74,4037396.5,-858.47,-854.37,-174.73,4.45,-5.76684,-6.01787,72841.58
191.9,-3076216.64,3967705.21,4037378.93,-858.02,-854.95,-175.33,4.45,-5.76684,-6.0179,72818.84
192,-3076302.38,3967619.63,4037361.31,-857.58,-855.53,-175.93,4.45,-5.76683,-6.01794,72796.02
192.1,-3076388.07,3967533.99,4037343.63,-857.13,-856.1,-176.53,4.45,-5.76683,-6.01797,72773.1
192.2,-3076473.72,3967448.29,4037325.88,-856.69,-856.68,-177.14,4.45,-5.76682,-6.01801,72750.09
192.3,-3076559.32,3967362.54,4037308.08,-856.25,-857.26,-177.74,4.45,-5.76682,-6.01805,72726.99
192.4,-3076644.88,3967276.73,4037290.21,-855.8,-857.83,-178.34,4.45,-5.76681,-6.01808,72703.79
192.5,-3076730.39,3967190.86,4037272.29,-855.36,-858.41,-178.94,4.45,-5.76681,-6.01812,72680.51
192.6,-3076815.86,3967104.93,4037254.31,-854.91,-858.99,-179.54,4.45,-5.76681,-6.01816,72657.13
192.7,-3076901.28,3967018.94,4037236.26,-854.47,-859.56,-180.14,4.45,-5.7668,-6.01819,72633.66
192.8,-3076986.66,3966932.9,4037218.16,-854.02,-860.14,-180.75,4.45,-5.7668,-6.01823,72610.09
192.9,-3077072,3966846.8,4037199.99,-853.58,-860.72,-181.35,4.45,-5.76679,-6.01827,72586.44
193,-3077157.29,3966760.64,4037181.77,-853.13,-861.29,-181.95,4.45,-5.76679,-6.0183,72562.69
193.1,-3077242.54,3966674.43,4037163.48,-852.69,-861.87,-182.55,4.45,-5.76679,-6.01834,72538.85
193.2,-3077327.74,3966588.15,4037145.14,-852.24,-862.45,-183.15,4.45,-5.76678,-6.01838,72514.92
193.3,-3077412.9,3966501.82,4037126.73,-851.8,-863.02,-183.76,4.45,-5.76678,-6.01842,72490.9
193.4,-3077498.01,3966415.43,4037108.26,-851.35,-863.6,-184.36,4.45,-5.76678,-6.01845,72466.78
193.5,-3077583.08,3966328.99,4037089.74,-850.91,-864.18,-184.96,4.45,-5.76677,-6.01849,72442.57
193.6,-3077668.1,3966242.48,4037071.15,-850.46,-864.75,-185.56,4.45,-5.76677,-6.01853,72418.27
193.7,-3077753.08,3966155.92,4037052.51,-850.02,-865.33,-186.16,4.45,-5.76677,-6.01857,72393.88
193.8,-3077838.02,3966069.3,4037033.8,-849.58,-865.91,-186.76,4.45,-5.76677,-6.01861,72369.39
193.9,-3077922.91,3965982.62,4037015.03,-849.13,-866.48,-187.37,4.45,-5.76676,-6.01865,72344.81
194,-3078007.76,3965895.89,4036996.21,-848.69,-867.06,-187.97,4.45,-5.76676,-6.01868,72320.14
194.1,-3078092.56,3965809.1,4036977.32,-848.24,-867.64,-188.57,4.45,-5.76676,-6.01872,72295.38
194.2,-3078177.31,3965722.25,4036958.37,-847.8,-868.21,-189.17,4.45,-5.76676,-6.01876,72270.52
194.3,-3078262.03,3965635.34,4036939.36,-847.35,-868.79,-189.77,4.45,-5.76675,-6.0188,72245.58
194.4,-3078346.7,3965548.37,4036920.3,-846.91,-869.37,-190.38,4.45,-5.76675,-6.01884,72220.54
194.5,-3078431.32,3965461.35,4036901.17,-846.46,-869.94,-190.98,4.45,-5.76675,-6.01888,72195.41
194.6,-3078515.9,3965374.27,4036881.98,-846.02,-870.52,-191.58,4.45,-5.76675,-6.01892,72170.18
194.7,-3078600.43,3965287.13,4036862.73,-845.57,-871.1,-192.18,4.45,-5.76675,-6.01896,72144.87
194.8,-3078684.92,3965199.93,4036843.42,-845.13,-871.67,-192.78,4.45,-5.76675,-6.019,72119.46
194.9,-3078769.37,3965112.68,4036824.05,-844.68,-872.25,-193.39,4.45,-5.76674,-6.01904,72093.96
195,-3078853.77,3965025.37,4036804.63,-844.24,-872.83,-193.99,4.45,-5.76674,-6.01908,72068.37
195.1,-3078938.13,3964938,4036785.14,-843.79,-873.4,-194.59,4.45,-5.76674,-6.01912,72042.68
195.2,-3079022.44,3964850.57,4036765.59,-843.35,-873.98,-195.19,4.45,-5.76674,-6.01916,72016.91
195.3,-3079106.71,3964763.09,4036745.98,-842.9,-874.56,-195.79,4.45,-5.76674,-6.0192,71991.04
195.4,-3079190.93,3964675.54,4036726.31,-842.46,-875.13,-196.4,4.45,-5.76674,-6.01924,71965.08
195.5,-3079275.11,3964587.95,4036706.58,-842.01,-875.71,-197,4.45,-5.76674,-6.01928,71939.02
195.6,-3079359.25,3964500.29,4036686.79,-841.57,-876.29,-197.6,4.45,-5.76674,-6.01932,71912.88
195.7,-3079443.34,3964412.57,4036666.94,-841.12,-876.86,-198.2,4.45,-5.76674,-6.01937,71886.64
195.8,-3079527.38,3964324.8,4036647.03,-840.68,-877.44,-198.8,4.45,-5.76674,-6.01941,71860.31
195.9,-3079611.38,3964236.97,4036627.06,-840.23,-878.02,-199.4,4.45,-5.76674,-6.01945,71833.89
196,-3079695.34,3964149.08,4036607.03,-839.79,-878.59,-200.01,4.45,-5.76674,-6.01949,71807.37
196.1,-3079779.25,3964061.13,4036586.94,-839.34,-879.17,-200.61,4.45,-5.76674,-6.01953,71780.76
196.2,-3079863.12,3963973.13,4036566.78,-838.9,-879.75,-201.21,4.45,-5.76674,-6.01958,71754.06
196.3,-3079946.94,3963885.07,4036546.57,-838.45,-880.32,-201.81,4.45,-5.76674,-6.01962,71727.27
196.4,-3080030.72,3963796.95,4036526.3,-838.01,-880.9,-202.41,4.45,-5.76674,-6.01966,71700.39
196.5,-3080114.46,3963708.77,4036505.97,-837.56,-881.48,-203.02,4.45,-5.76674,-6.0197,71673.41
196.6,-3080198.15,3963620.54,4036485.58,-837.12,-882.05,-203.62,4.45,-5.76674,-6.01975,71646.34
196.7,-3080281.79,3963532.25,4036465.13,-836.67,-882.63,-204.22,4.45,-5.76674,-6.01979,71619.18
196.8,-3080365.39,3963443.9,4036444.61,-836.23,-883.21,-204.82,4.45,-5.76674,-6.01983,71591.93
196.9,-3080448.95,3963355.49,4036424.04,-835.78,-883.78,-205.42,4.45,-5.76674,-6.01987,71564.59
197,-3080532.46,3963267.03,4036403.41,-835.34,-884.36,-206.03,4.45,-5.76674,-6.01992,71537.15
197.1,-3080615.93,3963178.5,4036382.72,-834.89,-884.94,-206.63,4.45,-5.76674,-6.01996,71509.62
197.2,-3080699.35,3963089.92,4036361.96,-834.45,-885.51,-207.23,4.45,-5.76675,-6.02,71482
197.3,-3080782.73,3963001.29,4036341.15,-834,-886.09,-207.83,4.45,-5.76675,-6.02005,71454.28
197.4,-3080866.06,3962912.59,4036320.28,-833.56,-886.67,-208.43,4.45,-5.76675,-6.02009,71426.48
197.5,-3080949.35,3962823.84,4036299.34,-833.11,-887.24,-209.04,4.45,-5.76675,-6.02014,71398.58
197.6,-3081032.59,3962735.03,4036278.35,-832.67,-887.82,-209.64,4.45,-5.76675,-6.02018,71370.59
197.7,-3081115.79,3962646.16,4036257.29,-832.22,-888.4,-210.24,4.45,-5.76675,-6.02022,71342.5
197.8,-3081198.95,3962557.23,4036236.18,-831.78,-888.97,-210.84,4.45,-5.76676,-6.02027,71314.33
197.9,-3081282.06,3962468.25,4036215,-831.33,-889.55,-211.44,4.45,-5.76676,-6.02031,71286.06
198,-3081365.13,3962379.2,4036193.77,-830.89,-890.13,-212.05,4.45,-5.76676,-6.02036,71257.7
198.1,-3081448.15,3962290.11,4036172.48,-830.44,-890.7,-212.65,4.45,-5.76676,-6.0204,71229.25
198.2,-3081531.13,3962200.95,4036151.12,-830,-891.28,-213.25,4.45,-5.76676,-6.02045,71200.7
198.3,-3081614.06,3962111.73,4036129.7,-829.55,-891.86,-213.85,4.45,-5.76677,-6.02049,71172.07
198.4,-3081696.95,3962022.46,4036108.23,-829.11,-892.43,-214.45,4.45,-5.76677,-6.02054,71143.34
198.5,-3081779.79,3961933.13,4036086.69,-828.66,-893.01,-215.06,4.45,-5.76677,-6.02058,71114.52
198.6,-3081862.59,3961843.74,4036065.1,-828.22,-893.59,-215.66,4.45,-5.76677,-6.02063,71085.6
198.7,-3081945.34,3961754.3,4036043.44,-827.77,-894.16,-216.26,4.45,-5.76678,-6.02068,71056.6
198.8,-3082028.05,3961664.8,4036021.72,-827.32,-894.74,-216.86,4.45,-5.76678,-6.02072,71027.5
198.9,-3082110.72,3961575.24,4035999.95,-826.88,-895.32,-217.47,4.45,-5.76678,-6.02077,70998.31
199,-3082193.34,3961485.62,4035978.11,-826.43,-895.89,-218.07,4.45,-5.76679,-6.02081,70969.03
199.1,-3082275.92,3961395.94,4035956.21,-825.99,-896.47,-218.67,4.45,-5.76679,-6.02086,70939.65
199.2,-3082358.45,3961306.21,4035934.26,-825.54,-897.05,-219.27,4.45,-5.76679,-6.02091,70910.18
199.3,-3082440.94,3961216.42,4035912.24,-825.1,-897.62,-219.87,4.45,-5.7668,-6.02095,70880.62
199.4,-3082523.38,3961126.57,4035890.16,-824.65,-898.2,-220.48,4.45,-5.7668,-6.021,70850.97
199.5,-3082605.78,3961036.66,4035868.02,-824.21,-898.78,-221.08,4.45,-5.7668,-6.02105,70821.23
199.6,-3082688.13,3960946.7,4035845.83,-823.76,-899.35,-221.68,4.45,-5.76681,-6.02109,70791.39
199.7,-3082770.44,3960856.67,4035823.57,-823.32,-899.93,-222.28,4.45,-5.76681,-6.02114,70761.46
199.8,-3082852.71,3960766.59,4035801.25,-822.87,-900.51,-222.88,4.45,-5.76682,-6.02119,70731.44
199.9,-3082934.93,3960676.46,4035778.87,-822.43,-901.08,-223.49,4.45,-5.76682,-6.02124,70701.33
200,-3083017.1,3960586.26,4035756.43,-821.98,-901.66,-224.09,4.45,-5.76682,-6.02128,70671.12
200.1,-3083099.24,3960496.01,4035733.93,-821.54,-902.24,-224.69,4.45,-5.76683,-6.02133,70640.83
200.2,-3083181.32,3960405.7,4035711.37,-821.09,-902.81,-225.29,4.45,-5.76683,-6.02138,70610.44
200.3,-3083263.36,3960315.33,4035688.75,-820.64,-903.39,-225.89,4.45,-5.76684,-6.02143,70579.96
200.4,-3083345.36,3960224.91,4035666.07,-820.2,-903.97,-226.5,4.45,-5.76684,-6.02148,70549.38
200.5,-3083427.31,3960134.42,4035643.33,-819.75,-904.54,-227.1,4.45,-5.76685,-6.02153,70518.71
200.6,-3083509.22,3960043.88,4035620.53,-819.31,-905.12,-227.7,4.45,-5.76685,-6.02157,70487.95
200.7,-3083591.09,3959953.28,4035597.67,-818.86,-905.7,-228.3,4.45,-5.76685,-6.02162,70457.1
200.8,-3083672.91,3959862.63,4035574.75,-818.42,-906.27,-228.91,4.45,-5.76686,-6.02167,70426.16
200.9,-3083754.68,3959771.91,4035551.77,-817.97,-906.85,-229.51,4.45,-5.76686,-6.02172,70395.12
201,-3083836.41,3959681.14,4035528.73,-817.53,-907.43,-230.11,4.46,-5.76687,-6.02177,70364
201.1,-3083918.1,3959590.31,4035505.63,-817.08,-908,-230.71,4.46,-5.76687,-6.02182,70332.78
201.2,-3083999.74,3959499.42,4035482.47,-816.64,-908.58,-231.31,4.46,-5.76688,-6.02187,70301.46
201.3,-3084081.34,3959408.48,4035459.25,-816.19,-909.16,-231.92,4.46,-5.76688,-6.02192,70270.06
201.4,-3084162.89,3959317.48,4035435.96,-815.74,-909.73,-232.52,4.46,-5.76689,-6.02197,70238.56
201.5,-3084244.4,3959226.42,4035412.62,-815.3,-910.31,-233.12,4.46,-5.7669,-6.02202,70206.97
201.6,-3084325.86,3959135.3,4035389.22,-814.85,-910.89,-233.72,4.46,-5.7669,-6.02207,70175.29
201.7,-3084407.28,3959044.12,4035365.76,-814.41,-911.47,-234.33,4.46,-5.76691,-6.02212,70143.51
201.8,-3084488.65,3958952.89,4035342.23,-813.96,-912.04,-234.93,4.46,-5.76691,-6.02217,70111.65
201.9,-3084569.98,3958861.6,4035318.65,-813.52,-912.62,-235.53,4.46,-5.76692,-6.02222,70079.69
202,-3084651.27,3958770.25,4035295.01,-813.07,-913.2,-236.13,4.46,-5.76692,-6.02227,70047.64
202.1,-3084732.51,3958678.85,4035271.3,-812.62,-913.77,-236.73,4.46,-5.76693,-6.02232,70015.49
202.2,-3084813.7,3958587.38,4035247.54,-812.18,-914.35,-237.34,4.46,-5.76694,-6.02237,69983.26
202.3,-3084894.85,3958495.86,4035223.72,-811.73,-914.93,-237.94,4.46,-5.76694,-6.02242,69950.93
202.4,-3084975.96,3958404.28,4035199.83,-811.29,-915.5,-238.54,4.46,-5.76695,-6.02247,69918.51
202.5,-3085057.02,3958312.65,4035175.89,-810.84,-916.08,-239.14,4.46,-5.76695,-6.02252,69886
202.6,-3085138.04,3958220.95,4035151.88,-810.4,-916.66,-239.75,4.46,-5.76696,-6.02257,69853.39
202.7,-3085219.01,3958129.2,4035127.82,-809.95,-917.23,-240.35,4.46,-5.76697,-6.02262,69820.7
202.8,-3085299.94,3958037.39,4035103.69,-809.51,-917.81,-240.95,4.46,-5.76697,-6.02268,69787.91
202.9,-3085380.82,3957945.52,4035079.51,-809.06,-918.39,-241.55,4.46,-5.76698,-6.02273,69755.02
203,-3085461.66,3957853.6,4035055.26,-808.61,-918.96,-242.15,4.46,-5.76699,-6.02278,69722.05
203.1,-3085542.46,3957761.61,4035030.96,-808.17,-919.54,-242.76,4.46,-5.76699,-6.02283,69688.98
203.2,-3085623.21,3957669.57,4035006.59,-807.72,-920.12,-243.36,4.46,-5.767,-6.02288,69655.83
203.3,-3085703.91,3957577.48,4034982.16,-807.28,-920.69,-243.96,4.46,-5.76701,-6.02294,69622.57
203.4,-3085784.57,3957485.32,4034957.68,-806.83,-921.27,-244.56,4.46,-5.76701,-6.02299,69589.23
203.5,-3085865.19,3957393.11,4034933.13,-806.38,-921.85,-245.17,4.46,-5.76702,-6.02304,69555.8
203.6,-3085945.76,3957300.84,4034908.52,-805.94,-922.42,-245.77,4.46,-5.76703,-6.02309,69522.27
203.7,-3086026.29,3957208.51,4034883.86,-805.49,-923,-246.37,4.46,-5.76703,-6.02315,69488.65
203.8,-3086106.77,3957116.12,4034859.13,-805.05,-923.58,-246.97,4.46,-5.76704,-6.0232,69454.93
203.9,-3086187.21,3957023.68,4034834.34,-804.6,-924.15,-247.58,4.46,-5.76705,-6.02325,69421.13
204,-3086267.6,3956931.17,4034809.49,-804.16,-924.73,-248.18,4.46,-5.76706,-6.02331,69387.23
204.1,-3086347.95,3956838.62,4034784.59,-803.71,-925.31,-248.78,4.46,-5.76706,-6.02336,69353.24
204.2,-3086428.25,3956746,4034759.62,-803.26,-925.88,-249.38,4.46,-5.76707,-6.02341,69319.16
204.3,-3086508.51,3956653.32,4034734.59,-802.82,-926.46,-249.98,4.46,-5.76708,-6.02347,69284.99
204.4,-3086588.73,3956560.59,4034709.5,-802.37,-927.04,-250.59,4.46,-5.76708,-6.02352,69250.72
204.5,-3086668.9,3956467.8,4034684.35,-801.93,-927.61,-251.19,4.46,-5.76709,-6.02357,69216.36
204.6,-3086749.02,3956374.95,4034659.14,-801.48,-928.19,-251.79,4.46,-5.7671,-6.02363,69181.91
204.7,-3086829.11,3956282.05,4034633.87,-801.03,-928.77,-252.39,4.46,-5.76711,-6.02368,69147.37
204.8,-3086909.14,3956189.08,4034608.54,-800.59,-929.34,-253,4.46,-5.76712,-6.02374,69112.73
204.9,-3086989.13,3956096.06,4034583.15,-800.14,-929.92,-253.6,4.46,-5.76712,-6.02379,69078
205,-3087069.08,3956002.99,4034557.7,-799.7,-930.5,-254.2,4.46,-5.76713,-6.02384,69043.18
205.1,-3087148.98,3955909.85,4034532.19,-799.25,-931.07,-254.8,4.46,-5.76714,-6.0239,69008.27
205.2,-3087228.84,3955816.66,4034506.62,-798.8,-931.65,-255.41,4.46,-5.76715,-6.02395,68973.27
205.3,-3087308.66,3955723.4,4034480.99,-798.36,-932.23,-256.01,4.46,-5.76715,-6.02401,68938.17
205.4,-3087388.42,3955630.09,4034455.3,-797.91,-932.8,-256.61,4.46,-5.76716,-6.02406,68902.98
205.5,-3087468.15,3955536.73,4034429.55,-797.47,-933.38,-257.21,4.46,-5.76717,-6.02412,68867.7
205.6,-3087547.83,3955443.3,4034403.74,-797.02,-933.96,-257.82,4.46,-5.76718,-6.02417,68832.32
205.7,-3087627.46,3955349.82,4034377.86,-796.57,-934.53,-258.42,4.46,-5.76719,-6.02423,68796.86
205.8,-3087707.05,3955256.28,4034351.93,-796.13,-935.11,-259.02,4.46,-5.76719,-6.02428,68761.3
205.9,-3087786.6,3955162.68,4034325.94,-795.68,-935.69,-259.62,4.46,-5.7672,-6.02434,68725.65
206,-3087866.1,3955069.03,4034299.89,-795.24,-936.26,-260.23,4.46,-5.76721,-6.02439,68689.9
206.1,-3087945.56,3954975.32,4034273.77,-794.79,-936.84,-260.83,4.46,-5.76722,-6.02445,68654.07
206.2,-3088024.97,3954881.55,4034247.6,-794.34,-937.42,-261.43,4.46,-5.76723,-6.02451,68618.14
206.3,-3088104.34,3954787.72,4034221.37,-793.9,-937.99,-262.03,4.46,-5.76724,-6.02456,68582.12
206.4,-3088183.66,3954693.83,4034195.07,-793.45,-938.57,-262.64,4.46,-5.76724,-6.02462,68546
206.5,-3088262.94,3954599.89,4034168.72,-793.01,-939.15,-263.24,4.46,-5.76725,-6.02467,68509.8
206.6,-3088342.17,3954505.89,4034142.31,-792.56,-939.72,-263.84,4.46,-5.76726,-6.02473,68473.5
